entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
mkt_3736,Google - US,barcelona airports,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$1.53,$0.76,146,1.37%,1.59,0.00%,$0.00,$0.00,$1.53,0
mkt_3737,Google - US,cheap international airfares,Broad,Geo Targeted Philadelphia,Cheap International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$4.73,$4.73,1,100.00%,2.00,0.00%,$0.00,$0.00,$4.73,0
mkt_3738,Overture - US,madrid airline ticket,Advanced,Unassigned,Unassigned,madrid,Position 5-10 Bid Strategy,Paused,$0.83,8,$8.75,$1.09,137,5.84%,2.76,0.00%,$0.00,$0.00,$8.75,0
mkt_3739,Overture - Global,travel to tahiti,Standard,Unassigned,Unassigned,tahiti,,Paused,$10.00,32,$82.11,$2.57,"3,259",0.98%,1.15,0.00%,$0.00,$0.00,$82.11,0
mkt_374,Yahoo - US,cheap europe ticket,Advanced,Geo Targeted Houston,Cheap Europe Houston,uncategorized,,Paused,$6.25,1,$0.96,$0.96,189,0.53%,5.39,0.00%,$0.00,$0.00,$0.96,0
mkt_3740,Google - US,paris flight,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,55,$147.50,$2.68,"2,134",2.58%,1.72,1.82%,$147.50,"$1,000.45",$147.50,1
mkt_3741,Google - Global,fly to bordeaux,Broad,Air France Global Campaign,Bordeaux,bordeaux,Position 1- 3,Unavailable,$0.00,2,$2.00,$1.00,69,2.90%,1.68,0.00%,$0.00,$0.00,$2.00,0
mkt_3742,Overture - US,travel ticket to europe,Standard,Unassigned,Unassigned,europe2,Position 5-10 Bid Strategy,Paused,$8.75,14,$5.62,$0.40,574,2.44%,0.89,0.00%,$0.00,$0.00,$5.62,0
mkt_3743,Yahoo - US,italy cheap flight,Advanced,Western Europe Destinations,Italy,uncategorized,,Live,$6.25,2,$6.39,$3.19,57,3.51%,2.03,0.00%,$0.00,$0.00,$6.39,0
mkt_3744,Google - US,france airline ticket,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.35,$1.35,1,100.00%,1.00,0.00%,$0.00,$0.00,$1.35,0
mkt_3745,Google - US,cheap international air tickets,Broad,Geo Targeted Boston,Cheap International Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.36,$3.36,1,100.00%,2.00,0.00%,$0.00,$0.00,$3.36,0
mkt_3746,Google - US,paris cheap airline,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,13,$26.98,$2.08,38,34.21%,1.16,0.00%,$0.00,$0.00,$26.98,0
mkt_3747,Google - US,france fare,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$0.79,$0.79,7,14.29%,1.14,0.00%,$0.00,$0.00,$0.79,0
mkt_3748,Overture - US,berlin cheap flight,Advanced,Unassigned,Unassigned,berlin,Position 5-10 Bid Strategy,Paused,$0.69,28,$21.90,$0.78,"2,590",1.08%,1.44,0.00%,$0.00,$0.00,$21.90,0
mkt_3749,Yahoo - US,bordeaux airports,Standard,French Destinations,Bordeaux,uncategorized,,Live,$6.25,1,$0.28,$0.28,20,5.00%,1.00,0.00%,$0.00,$0.00,$0.28,0
mkt_375,Google - Global,lyon airport,Broad,Air France Global Campaign,Lyon,lyon,Position 1- 3,Unavailable,$0.00,5,$4.15,$0.83,448,1.12%,1.38,0.00%,$0.00,$0.00,$4.15,0
mkt_3750,Google - US,germany plane tickets,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$7.41,$2.47,43,6.98%,2.77,0.00%,$0.00,$0.00,$7.41,0
mkt_3751,Yahoo - US,discount europe airline ticket,Advanced,Geo Targeted Chicago,Discount Europe Chicago,uncategorized,,Live,$6.25,1,$1.04,$1.04,3,33.33%,1.00,0.00%,$0.00,$0.00,$1.04,0
mkt_3752,Google - US,turkey airlines,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,111,$250.70,$2.26,"5,950",1.87%,1.75,0.00%,$0.00,$0.00,$250.70,0
mkt_3753,Google - US,cont:google_yearlong 2006::google|moscow,N/A,Google_Yearlong 2006,Google|moscow,uncategorized,,Unavailable,$7.50,3,$9.11,$3.04,351,0.85%,2.04,0.00%,$0.00,$0.00,$9.11,0
mkt_3754,Overture - US,nuremberg cheap ticket,Advanced,Unassigned,Unassigned,nuremberg,Position 5-10 Bid Strategy,Paused,$0.13,1,$0.13,$0.13,44,2.27%,1.69,0.00%,$0.00,$0.00,$0.13,0
mkt_3755,Overture - US,berlin airport,Advanced,Unassigned,Unassigned,berlin,Position 5-10 Bid Strategy,Paused,$0.61,8,$5.56,$0.70,"2,283",0.35%,4.30,0.00%,$0.00,$0.00,$5.56,0
mkt_3756,Google - US,rome flights,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,29,$104.09,$3.59,"1,594",1.82%,1.35,0.00%,$0.00,$0.00,$104.09,0
mkt_3757,Overture - US,fly to nice,Advanced,Unassigned,Unassigned,nice,Position 2-5 Bid Strategy,Paused,$0.51,1,$0.53,$0.53,152,0.66%,2.03,0.00%,$0.00,$0.00,$0.53,0
mkt_3758,Overture - US,venice airfare,Advanced,Unassigned,Unassigned,venice,Position 5-10 Bid Strategy,Unavailable,$0.83,5,$4.94,$0.99,208,2.40%,2.45,0.00%,$0.00,$0.00,$4.94,0
mkt_3759,Google - US,spain air fare,Broad,Geo Targeted New York,New York to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.29,$2.29,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.29,0
mkt_376,Google - US,flight to england,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,4,$6.65,$1.66,48,8.33%,2.39,0.00%,$0.00,$0.00,$6.65,0
mkt_3760,MSN - Global,paris airline,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,13,$24.29,$1.87,284,4.58%,1.69,0.00%,$0.00,$0.00,$24.29,0
mkt_3761,Google - US,india cheap ticket,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,4,$13.94,$3.48,39,10.26%,1.57,0.00%,$0.00,$0.00,$13.94,0
mkt_3762,Overture - US,air france travel agent,Standard,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Paused,$0.14,2,$0.68,$0.34,176,1.14%,2.63,0.00%,$0.00,$0.00,$0.68,0
mkt_3763,Google - US,france air flights,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$0.69,$0.69,4,25.00%,1.25,0.00%,$0.00,$0.00,$0.69,0
mkt_3764,Yahoo - US,venice travel,Advanced,Western Europe Destinations,Venice,uncategorized,,Live,$6.25,4,$11.63,$2.91,"1,052",0.38%,2.44,0.00%,$0.00,$0.00,$11.63,0
mkt_3765,Yahoo - US,rome airfare,Advanced,Western Europe Destinations,Rome,uncategorized,,Live,$6.25,2,$2.28,$1.14,25,8.00%,1.28,0.00%,$0.00,$0.00,$2.28,0
mkt_3766,Overture - US,air france italy,Standard,Unassigned,Unassigned,airfrance,,Paused,$7.50,1,$0.50,$0.50,75,1.33%,1.32,0.00%,$0.00,$0.00,$0.50,0
mkt_3768,Google - US,international airfare,Broad,Google_Yearlong 2006,Google|International Airfare,internationalairfare,Position 5-10 Bid Strategy,Paused,$6.25,57,$173.85,$3.05,"1,968",2.90%,1.89,0.00%,$0.00,$0.00,$173.85,0
mkt_3769,Overture - Global,chicago to trip,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,2,$2.39,$1.19,278,0.72%,1.38,0.00%,$0.00,$0.00,$2.39,0
mkt_377,Yahoo - US,discount international airfare,Advanced,Geo Targeted Philadelphia,Discount International Philadelphia,uncategorized,,Paused,$6.25,2,$1.76,$0.88,29,6.90%,1.21,0.00%,$0.00,$0.00,$1.76,0
mkt_3770,Google - US,paris plane tickets,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.33,$1.33,9,11.11%,2.56,0.00%,$0.00,$0.00,$1.33,0
mkt_3771,Overture - Global,"airfrance,com",Standard,Unassigned,Unassigned,airfrancewebsite,Position 1-2 Target,Paused,$0.13,42,$5.25,$0.13,722,5.82%,1.13,4.76%,$2.63,"$1,817.30",$5.25,2
mkt_3772,Overture - Global,calais flight,Standard,Unassigned,Unassigned,calais,Position 1-2 Target,Paused,$0.15,2,$0.26,$0.13,140,1.43%,1.74,0.00%,$0.00,$0.00,$0.26,0
mkt_3773,Google - US,rome cheap airfare,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,4,$17.51,$4.38,12,33.33%,1.00,0.00%,$0.00,$0.00,$17.51,0
mkt_3774,Overture - Global,ajaccio airport,Standard,Unassigned,Unassigned,ajaccio,Position 1-2 Target,Paused,$0.13,1,$0.15,$0.15,387,0.26%,1.44,0.00%,$0.00,$0.00,$0.15,0
mkt_3775,Overture - US,airway flight,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.13,1,$0.13,$0.13,372,0.27%,2.58,0.00%,$0.00,$0.00,$0.13,0
mkt_3776,Overture - Global,cincinnati to vacation,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,1,$1.84,$1.84,210,0.48%,1.03,0.00%,$0.00,$0.00,$1.84,0
mkt_3777,Google - US,europe airfares,Broad,Geo Targeted New York,Europe New York,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.13,$2.13,6,16.67%,3.83,0.00%,$0.00,$0.00,$2.13,0
mkt_3778,Overture - Global,miami travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,11,$18.24,$1.66,"1,323",0.83%,1.04,0.00%,$0.00,$0.00,$18.24,0
mkt_3779,Google - US,france airport,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,10,$18.28,$1.83,258,3.88%,1.10,0.00%,$0.00,$0.00,$18.28,0
mkt_378,Google - Global,paris airfares,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unavailable,$2.50,95,$152.40,$1.60,"3,288",2.89%,2.07,1.05%,$152.40,"$1,003.00",$152.40,1
mkt_3780,Yahoo - US,flight france marseille,Standard,French Destinations,Marseille,uncategorized,,Live,$6.25,1,$4.19,$4.19,15,6.67%,1.14,0.00%,$0.00,$0.00,$4.19,0
mkt_3781,Google - US,uk airline,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00,3,$12.19,$4.06,111,2.70%,1.62,0.00%,$0.00,$0.00,$12.19,0
mkt_3782,Google - US,delhi cheap ticket,Broad,Google_Yearlong 2006,Google|Delhi,delhi,Position 5-10 Bid Strategy,Paused,$12.50,1,$3.11,$3.11,19,5.26%,1.05,0.00%,$0.00,$0.00,$3.11,0
mkt_3783,Yahoo - US,international air tickets,Advanced,Geo Targeted Atlanta,International Atlanta,uncategorized,,Paused,$6.25,1,$1.35,$1.35,7,14.29%,2.43,0.00%,$0.00,$0.00,$1.35,0
mkt_3784,Yahoo - US,air france special,Advanced,Geo Targeted San Francisco,Airfrance Deal San Francisco,uncategorized,,Paused,$6.25,1,$0.24,$0.24,1,100.00%,1.00,0.00%,$0.00,$0.00,$0.24,0
mkt_3785,Overture - US,discount airfare to europe,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Paused,$0.63,83,$115.05,$1.39,"2,594",3.20%,1.49,0.00%,$0.00,$0.00,$115.05,0
mkt_3786,Google - US,barcelona flight,Broad,Geo Targeted Houston,Houston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$4.56,$2.28,75,2.67%,1.17,0.00%,$0.00,$0.00,$4.56,0
mkt_3787,Google - US,rome airline tickets,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.95,$2.95,11,9.09%,1.64,0.00%,$0.00,$0.00,$2.95,0
mkt_3788,Google - US,marseille cheap tickets,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,1,$1.40,$1.40,4,25.00%,2.00,0.00%,$0.00,$0.00,$1.40,0
mkt_3789,Google - US,france airfare,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.09,$1.09,32,3.13%,2.80,0.00%,$0.00,$0.00,$1.09,0
mkt_379,Google - US,paris fares,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$4.09,$4.09,64,1.56%,1.48,0.00%,$0.00,$0.00,$4.09,0
mkt_3790,Overture - US,flight paris paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.13,1,$0.13,$0.13,849,0.12%,1.94,0.00%,$0.00,$0.00,$0.13,0
mkt_3791,Overture - US,air fare to france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Paused,$0.38,6,$3.19,$0.53,451,1.33%,1.74,0.00%,$0.00,$0.00,$3.19,0
mkt_3792,Google - US,low cost airline france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Paused,$10.00,3,$6.76,$2.25,315,0.95%,1.04,0.00%,$0.00,$0.00,$6.76,0
mkt_3793,Google - US,cont:google_yearlong 2006::google|berlin,N/A,Google_Yearlong 2006,Google|Berlin,uncategorized,,Unavailable,$7.50,10,$30.46,$3.05,"10,592",0.09%,1.41,0.00%,$0.00,$0.00,$30.46,0
mkt_3794,Overture - US,split,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Paused,$11.25,49,$38.65,$0.79,860,5.70%,1.51,0.00%,$0.00,$0.00,$38.65,0
mkt_3795,Google - US,madrid airfare,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,9,$20.87,$2.32,520,1.73%,1.27,0.00%,$0.00,$0.00,$20.87,0
mkt_3796,Google - US,madrid airfare,Broad,Geo Targeted New York,New York to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,4,$7.65,$1.91,6,66.67%,1.00,0.00%,$0.00,$0.00,$7.65,0
mkt_3797,Overture - US,air france los angeles,Standard,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Paused,$0.13,2,$0.25,$0.13,120,1.67%,3.22,0.00%,$0.00,$0.00,$0.25,0
mkt_3798,Google - US,venice tickets,Broad,Geo Targeted Boston,Boston to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.28,$2.28,2,50.00%,3.00,0.00%,$0.00,$0.00,$2.28,0
mkt_3799,Google - US,rome flights,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,13,$47.57,$3.66,189,6.88%,1.27,0.00%,$0.00,$0.00,$47.57,0
mkt_3800,Google - US,new york to athens,Broad,Google_Yearlong 2006,Google|Athens,athens,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.64,$1.64,24,4.17%,2.13,0.00%,$0.00,$0.00,$1.64,0
mkt_3801,Google - US,greece cheap flights,Broad,Google_Yearlong 2006,Google|Greece,greece,Position 5-10 Bid Strategy,Paused,$6.25,156,$433.72,$2.78,"2,526",6.18%,2.46,0.00%,$0.00,$0.00,$433.72,0
mkt_3802,MSN - Global,airfrance,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,"1,158",$569.59,$0.49,"8,389",13.80%,1.05,1.30%,$37.97,"$12,942.10",$569.59,15
mkt_3803,Google - US,paris cheap airport,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.90,$3.90,4,25.00%,3.00,0.00%,$0.00,$0.00,$3.90,0
mkt_3804,Google - US,cheap europe tickets,Broad,Geo Targeted DC,Cheap Europe DC,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.14,$2.14,8,12.50%,1.50,0.00%,$0.00,$0.00,$2.14,0
mkt_3805,Google - US,paris cheap fare,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,1,$2.18,$2.18,7,14.29%,2.29,0.00%,$0.00,$0.00,$2.18,0
mkt_3806,Google - US,geneva fares,Broad,Google_Yearlong 2006,Google|Geneva,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.86,$2.86,13,7.69%,2.38,0.00%,$0.00,$0.00,$2.86,0
mkt_3807,Google - Global,france flights,Broad,Air France Brand & French Destinations,France,uncategorized,,Paused,$5.00,351,"$1,310.36",$3.73,"3,087",11.37%,1.65,0.00%,$0.00,$0.00,"$1,310.36",0
mkt_3808,Google - Global,airfrance tickets,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unavailable,$5.00,8,$5.83,$0.73,34,23.53%,1.00,0.00%,$0.00,$0.00,$5.83,0
mkt_3809,Google - Global,bordeaux airline,Broad,Air France Global Campaign,Bordeaux,bordeaux,Position 1- 3,Unavailable,$1.25,2,$1.69,$0.84,312,0.64%,1.74,0.00%,$0.00,$0.00,$1.69,0
mkt_381,Yahoo - US,cheap europe flight,Advanced,Geo Targeted Cincinnati,Cheap Europe Cincinnati,uncategorized,,Paused,$6.25,1,$2.00,$2.00,2,50.00%,1.00,0.00%,$0.00,$0.00,$2.00,0
mkt_3810,Overture - Global,new york amsterdam flight,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,2,$2.53,$1.26,12,16.67%,1.99,0.00%,$0.00,$0.00,$2.53,0
mkt_3811,Google - Global,paris airfare,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unavailable,$5.00,678,"$1,100.60",$1.62,"32,909",2.06%,2.42,0.74%,$220.12,"$4,647.80","$1,100.60",5
mkt_3812,Yahoo - US,new york to athens,Advanced,Western Europe Destinations,Athens,uncategorized,,Live,$6.25,1,$0.48,$0.48,440,0.23%,1.01,0.00%,$0.00,$0.00,$0.48,0
mkt_3813,Yahoo - US,nice cheap flights,Standard,French Destinations,Nice,uncategorized,,Live,$6.25,11,$10.25,$0.93,321,3.43%,1.00,0.00%,$0.00,$0.00,$10.25,0
mkt_3814,Google - US,paris airports,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$4.01,$2.01,16,12.50%,1.00,0.00%,$0.00,$0.00,$4.01,0
mkt_3815,Google - US,athens cheap flights,Broad,Geo Targeted Houston,Houston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.33,$2.33,4,25.00%,2.50,0.00%,$0.00,$0.00,$2.33,0
mkt_3816,Overture - US,french travel,Standard,Unassigned,Unassigned,french,Position 2-5 Bid Strategy,Paused,$0.24,7,$3.11,$0.44,577,1.21%,2.96,0.00%,$0.00,$0.00,$3.11,0
mkt_3817,Overture - US,new york to greece,Standard,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Paused,$0.15,4,$2.83,$0.71,"1,247",0.32%,2.89,0.00%,$0.00,$0.00,$2.83,0
mkt_3818,Google - US,spain fare,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$0.96,$0.96,58,1.72%,1.10,0.00%,$0.00,$0.00,$0.96,0
mkt_3819,Yahoo - US,paris travel deal,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25,136,$200.90,$1.48,"7,192",1.89%,1.00,1.47%,$100.45,"$3,280.15",$200.90,2
mkt_382,Google - US,turkey airlines,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,36,$67.99,$1.89,"1,667",2.16%,1.98,0.00%,$0.00,$0.00,$67.99,0
mkt_3820,Google - US,paris fare,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,6,$19.67,$3.28,55,10.91%,1.36,0.00%,$0.00,$0.00,$19.67,0
mkt_3821,MSN - US,travel in paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00,160,$824.51,$5.15,"17,476",0.92%,3.38,0.00%,$0.00,$0.00,$824.51,0
mkt_3822,Google - Global,venice flight,Broad,Air France Global Campaign,Venice,venice,Position 1- 3,Unavailable,$11.25,1,$4.16,$4.16,79,1.27%,1.02,0.00%,$0.00,$0.00,$4.16,0
mkt_3823,Overture - US,fly to berlin,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Paused,$0.64,7,$6.65,$0.95,186,3.76%,2.64,0.00%,$0.00,$0.00,$6.65,0
mkt_3824,Google - US,flights to uk,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00,102,$416.11,$4.08,"3,102",3.29%,2.20,0.00%,$0.00,$0.00,$416.11,0
mkt_3825,Google - US,france flights,Broad,Geo Targeted Detroit,Detroit to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,5,$17.28,$3.46,535,0.93%,1.16,0.00%,$0.00,$0.00,$17.28,0
mkt_3826,Overture - US,cheap flight to lyon,Standard,Unassigned,Unassigned,lyon,Position 2-5 Bid Strategy,Paused,$0.59,4,$2.39,$0.60,167,2.40%,2.06,0.00%,$0.00,$0.00,$2.39,0
mkt_3827,Google - US,france airlines,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,10,$16.34,$1.63,455,2.20%,1.57,0.00%,$0.00,$0.00,$16.34,0
mkt_3828,Yahoo - US,cheap international ticket,Advanced,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,,Paused,$6.25,8,$26.89,$3.36,45,17.78%,1.07,0.00%,$0.00,$0.00,$26.89,0
mkt_3829,Google - US,madrid flights,Broad,Geo Targeted Boston,Boston to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$3.20,$1.60,33,6.06%,1.38,0.00%,$0.00,$0.00,$3.20,0
mkt_383,Google - US,nice airports,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Live,$10.00,2,$5.09,$2.54,62,3.23%,1.11,0.00%,$0.00,$0.00,$5.09,0
mkt_3831,Overture - Global,paris france tourism,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.38,7,$2.77,$0.40,"2,814",0.25%,3.78,0.00%,$0.00,$0.00,$2.77,0
mkt_3832,Google - US,barcelona flight,Broad,Geo Targeted Los Angeles,Los Angeles to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$12.19,$6.09,46,4.35%,1.29,0.00%,$0.00,$0.00,$12.19,0
mkt_3833,Overture - US,airline travel deal,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.66,1,$0.96,$0.96,691,0.14%,3.89,0.00%,$0.00,$0.00,$0.96,0
mkt_3834,Google - US,barcelona ticket,Broad,Geo Targeted Detroit,Detroit to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.91,$1.91,4,25.00%,1.00,0.00%,$0.00,$0.00,$1.91,0
mkt_3835,Overture - US,air france usa,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Unavailable,$7.50,14,$4.90,$0.35,213,6.57%,1.31,0.00%,$0.00,$0.00,$4.90,0
mkt_3836,Google - Global,brussels fares,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unavailable,$11.25,1,$2.09,$2.09,9,11.11%,1.22,0.00%,$0.00,$0.00,$2.09,0
mkt_3837,Yahoo - US,rome flight,Advanced,Geo Targeted San Francisco,San Francisco to Rome Sale,uncategorized,,Live,$6.25,3,$5.10,$1.70,99,3.03%,1.01,0.00%,$0.00,$0.00,$5.10,0
mkt_3838,Overture - US,discounted international travel,Standard,Unassigned,Unassigned,discountgeneral,Position 5-10 Bid Strategy,Paused,$0.21,1,$0.83,$0.83,38,2.63%,3.21,0.00%,$0.00,$0.00,$0.83,0
mkt_3839,Overture - Global,airline ticket,Standard,Unassigned,Unassigned,airline,,Unavailable,$7.50,"11,555","$20,415.75",$1.77,"4,004,689",0.29%,1.05,0.18%,$972.18,"$37,906.60","$20,415.75",21
mkt_384,Yahoo - US,airfrance uk,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50,6,$6.99,$1.16,187,3.21%,1.15,0.00%,$0.00,$0.00,$6.99,0
mkt_3840,Google - US,cheap international air tickets,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.18,$3.18,2,50.00%,2.00,0.00%,$0.00,$0.00,$3.18,0
mkt_3841,Overture - Global,paris airline,Advanced,Unassigned,Unassigned,uncategorized,,Paused,$1.25,50,$34.70,$0.69,"2,655",1.88%,3.09,0.00%,$0.00,$0.00,$34.70,0
mkt_3842,Google - US,athens flights,Broad,Geo Targeted DC,DC to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,4,$10.71,$2.68,69,5.80%,1.59,0.00%,$0.00,$0.00,$10.71,0
mkt_3843,Google - US,paris cheap airline,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,4,$11.71,$2.93,13,30.77%,2.00,0.00%,$0.00,$0.00,$11.71,0
mkt_3844,MSN - US,paris airports,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00,1,$3.09,$3.09,164,0.61%,1.37,0.00%,$0.00,$0.00,$3.09,0
mkt_3845,Overture - Global,toulouse flight,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Paused,$0.65,105,$67.32,$0.64,"3,475",3.02%,1.56,0.00%,$0.00,$0.00,$67.32,0
mkt_3846,Overture - Global,welcome to air france,Standard,Unassigned,Unassigned,airfrance,,Paused,$8.75,1,$0.14,$0.14,201,0.50%,2.02,0.00%,$0.00,$0.00,$0.14,0
mkt_3847,Overture - US,travel deal to paris france,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.16,4,$2.51,$0.63,54,7.41%,2.53,0.00%,$0.00,$0.00,$2.51,0
mkt_3848,Yahoo - US,cheap travel france,Standard,Paris & France Terms,France,uncategorized,,Live,$6.25,6,$5.22,$0.87,198,3.03%,1.21,0.00%,$0.00,$0.00,$5.22,0
mkt_3849,Overture - US,airfrance.us,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Paused,$0.33,47,$11.80,$0.25,547,8.59%,1.18,4.26%,$5.90,"$3,796.10",$11.80,2
mkt_385,Google - US,cheap airline france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Paused,$10.00,3,$7.49,$2.50,155,1.94%,1.13,0.00%,$0.00,$0.00,$7.49,0
